Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income
1982,Swasta,166740,Sarjana,Sarjana,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,1,<=50K,0
1966,Swasta,247276,kelas 7-8,SMP_1,Duda/Janda,Layanan Lainnya,Tidak dalam Keluarga,5,Female,0,0,30,United-States,3,<=50K,0
1991,Swasta,112900,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,3,<=50K,0
1973,Pengusaha perorangan,115851,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K,0
1989,Pengusaha perorangan,350247,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,2,>50K,0
1993,Pemerintah daerah,204470,Magister,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,43,United-States,0,<=50K,0
1992,Pengusaha perorangan,56026,Sarjana,Sarjana,Menikah,Sales,Kerabat,1,Male,0,0,45,United-States,1,<=50K,0
1995,Swasta,183061,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,4,Male,0,0,48,United-States,0,<=50K,0
1981,Swasta,188291,kelas 1-4,SD_1,Belum-menikah,Sales,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1990,Swasta,181388,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,2,<=50K,0
1985,Swasta,248445,kelas 5-6,SD_2,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,Mexico,1,<=50K,0
1984,Swasta,283174,Asosiasi vokasional,vokasi Grad_2,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,60,United-States,2,<=50K,0
2006,Swasta,205894,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Male,0,0,25,United-States,0,<=50K,0
1974,Swasta,268553,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,7298,0,40,United-States,0,>50K,0
1982,Swasta,198619,Asosiasi vokasional,vokasi Grad_2,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1,<=50K,0
2001,Swasta,161708,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,20,United-States,0,<=50K,0
1993,Swasta,145139,Sarjana,Sarjana,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,>50K,0
1952,Swasta,113044,SMA Grad,SMA Grad,Duda/Janda,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,30,United-States,0,<=50K,0
2000,Pengusaha perorangan,37440,Sarjana,Sarjana,Belum-menikah,Pertanian dan Perikanan,Belum Menikah,1,Male,0,0,50,United-States,0,<=50K,0
1966,Pemerintah daerah,271795,kelas 7-8,SMP_1,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K,0
1997,Swasta,251905,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,0,0,50,United-States,0,<=50K,0
1970,Swasta,163894,Diploma,Kuliah,Menikah,Pengelola Kebersihan,Suami,2,Male,0,0,40,United-States,0,<=50K,0
2006,Swasta,25837,kelas 11,SMA_2,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,15,United-States,0,<=50K,0
1994,Swasta,174543,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Spesialis Profesional,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
2000,Pemerintah daerah,193416,Diploma,Kuliah,Belum-menikah,Layanan Perlindungan,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1989,Swasta,342824,SMA Grad,SMA Grad,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Female,1151,0,40,United-States,0,<=50K,0
1986,Swasta,112093,kelas 11,SMA_2,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1985,Swasta,167140,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1998,Swasta,366219,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,2,Male,0,1848,60,United-States,0,>50K,0
1977,Pengusaha perorangan,208407,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,2002,30,United-States,1,<=50K,0
1969,Swasta,223613,kelas 1-4,SD_1,Cerai,Pembantu Rumah Tangga,Belum Menikah,1,Female,0,0,30,Cuba,0,<=50K,0
1986,Pemerintah pusat,506830,Diploma,Kuliah,Cerai,Dukungan Teknis,Belum Menikah,2,Female,0,0,40,United-States,0,<=50K,0
1979,Swasta,462440,kelas 11,SMA_2,Duda/Janda,Layanan Lainnya,Tidak dalam Keluarga,2,Female,0,0,20,United-States,1,<=50K,0
1974,Swasta,98975,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,15024,0,40,United-States,0,>50K,0
1984,Pemerintah daerah,290660,Asosiasi akademik,vokasi Grad_1,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,8614,0,50,United-States,2,>50K,0
1961,Pemerintah pusat,97855,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,0,>50K,0
1959,Pengusaha berbadan hukum,172684,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,44,Mexico,3,>50K,0
1989,Swasta,169638,Diploma,Kuliah,Cerai,Sales,Belum Menikah,1,Female,0,0,36,United-States,0,<=50K,0
1988,Pemerintah daerah,137314,Diploma,Kuliah,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,60,United-States,0,>50K,0
1991,Swasta,214635,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,2,Male,0,0,50,United-States,0,<=50K,0
1977,Swasta,232628,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,2,Male,0,0,40,United-States,0,<=50K,0
2004,Swasta,210474,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Female,0,0,15,United-States,0,<=50K,0
2003,Pemerintah negara,140764,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,12,United-States,0,<=50K,0
1964,Swasta,317083,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,2,>50K,0
1970,Swasta,176681,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,2,Male,0,0,20,United-States,1,<=50K,0
1976,Pengusaha perorangan,32825,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1969,Swasta,168956,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K,0
1981,Swasta,313022,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,2,Male,4386,0,40,United-States,1,>50K,0
1985,Swasta,287306,Diploma,Kuliah,Rencana Cerai,Administratif dan Kantor,Belum Menikah,2,Female,0,0,40,United-States,2,<=50K,0
1934,Pemerintah pusat,195433,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,30,United-States,2,<=50K,0
1999,Swasta,213383,Diploma,Kuliah,Belum-menikah,Dukungan Teknis,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1950,Swasta,84197,Magister,Magister,Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,10,United-States,0,<=50K,0
1969,Swasta,56645,Sarjana,Sarjana,Duda/Janda,Pertanian dan Perikanan,Punya Anak,3,Male,0,0,40,United-States,2,<=50K,0
1967,Pemerintah daerah,170066,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,25,United-States,1,>50K,0
1956,Swasta,123653,kelas 5-6,SD_2,Rencana Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,12,Italy,3,<=50K,0
1997,Swasta,176683,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,52,United-States,0,<=50K,0
1949,Pengusaha perorangan,231741,Doktor,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,4931,0,3,United-States,3,<=50K,0
1973,Pengusaha perorangan,203015,SMA Grad,SMA Grad,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1957,Pengusaha perorangan,345236,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,55,United-States,3,<=50K,0
1976,Swasta,54744,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1994,Swasta,328242,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,3,Male,0,0,40,Hong Kong,1,>50K,0
1992,Pemerintah pusat,111567,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0,>50K,0
1971,Pemerintah daerah,20676,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,4,Male,0,0,48,United-States,3,<=50K,0
1996,Swasta,189257,kelas 9,SMP_2,Belum-menikah,Pengelola Kebersihan,Punya Anak,2,Female,0,0,24,United-States,0,<=50K,0
1983,Swasta,206948,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,40,United-States,3,>50K,0
1987,Swasta,172256,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,20,United-States,3,<=50K,0
1998,Swasta,175789,SMA Grad,SMA Grad,Cerai,Pengelola Kebersihan,Punya Anak,1,Female,0,0,40,United-States,2,<=50K,0
1978,Swasta,160061,Diploma,Kuliah,Menikah,Inspeksi dan Operasi Mesin,Suami,2,Male,0,0,40,United-States,2,<=50K,0
1984,Swasta,173307,kelas 10,SMA_1,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,3,<=50K,0
2001,Swasta,230704,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Punya Anak,2,Male,0,0,22,United-States,0,<=50K,0
1964,Swasta,139391,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,42,United-States,0,<=50K,0
1966,Swasta,127264,kelas 10,SMA_1,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,50,United-States,1,<=50K,0
2006,Swasta,294387,kelas 11,SMA_2,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1955,Swasta,141181,kelas 5-6,SD_2,Menikah,Administratif dan Kantor,Suami,1,Male,1797,0,40,United-States,3,<=50K,0
2000,Pemerintah negara,208826,Doktor,Proffesor,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,99,England,0,<=50K,0
2001,Swasta,176486,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Kerabat,1,Female,0,0,25,United-States,0,<=50K,0
2007,Swasta,206998,kelas 11,SMA_2,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,10,United-States,0,<=50K,0
1984,Pengusaha berbadan hukum,190290,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,40,United-States,0,>50K,0
2001,Swasta,227471,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,24,United-States,0,<=50K,0
1993,Swasta,112627,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,4,Male,0,0,40,United-States,3,<=50K,0
1994,Swasta,280069,Diploma,Kuliah,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,48,United-States,0,<=50K,0
1994,Swasta,186269,Sarjana,Sarjana,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,2,<=50K,0
1970,Swasta,124993,SMA Grad,SMA Grad,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,1,>50K,0
1984,Pengusaha perorangan,162312,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,3,Male,0,0,66,South,2,<=50K,0
2001,Swasta,203139,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Kerabat,1,Female,0,0,40,United-States,0,<=50K,0
1964,Pemerintah negara,234854,Doktor,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,1902,40,United-States,3,>50K,0
1985,Swasta,305597,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,>50K,0
1994,Pemerintah daerah,164493,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,10,United-States,0,<=50K,0
1986,Pengusaha perorangan,67317,Sarjana,Sarjana,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,60,United-States,3,<=50K,0
1975,Swasta,115613,kelas 9,SMP_2,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,2,<=50K,0
2005,Swasta,109854,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1995,Pemerintah pusat,124953,Asosiasi vokasional,vokasi Grad_2,Menikah,Dukungan Teknis,Suami,1,Male,0,0,42,United-States,0,>50K,0
1968,Swasta,172364,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1999,Swasta,73839,kelas 11,SMA_2,Cerai,Sales,Punya Anak,1,Female,0,0,40,United-States,2,<=50K,0
1993,Swasta,379798,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,40,United-States,0,>50K,0
1990,Swasta,219619,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1992,Swasta,200700,Diploma,Kuliah,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K,0
1988,Swasta,297335,Sarjana,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,3,Female,0,0,50,China,0,<=50K,0
1970,Pemerintah negara,44172,SMA Grad,SMA Grad,Rencana Cerai,Eksekutif Manager,Belum Menikah,1,Female,0,0,38,United-States,2,<=50K,0
1977,Swasta,169324,Sarjana,Sarjana,Menikah,Eksekutif Manager,Istri,2,Female,0,0,35,United-States,1,>50K,0
1979,Swasta,259463,Asosiasi vokasional,vokasi Grad_2,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,1,>50K,0
1996,Swasta,200511,SMA Grad,SMA Grad,Rencana Cerai,Pertanian dan Perikanan,Tidak dalam Keluarga,1,Male,0,0,55,United-States,0,<=50K,0
1986,Swasta,28887,kelas 11,SMA_2,Menikah,Sales,Suami,1,Male,0,0,50,United-States,3,<=50K,0
1984,Swasta,124747,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Istri,1,Female,7298,0,40,United-States,2,>50K,0
1980,Swasta,193524,Diploma,Kuliah,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1993,Swasta,58582,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,46,United-States,0,<=50K,0
1999,Swasta,150553,kelas 9,SMP_2,LDM,Administratif dan Kantor,Belum Menikah,3,Female,0,0,40,Vietnam,1,<=50K,0
1960,Swasta,207321,Diploma,Kuliah,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,20,United-States,1,<=50K,0
2005,Swasta,231972,kelas 11,SMA_2,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,20,United-States,0,<=50K,0
1981,Swasta,334991,Diploma,Kuliah,Rencana Cerai,Transportasi dan Pengangkutan,Belum Menikah,1,Male,4934,0,51,United-States,0,>50K,0
1992,Swasta,195891,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,55,United-States,0,<=50K,0
2001,Swasta,386019,kelas 9,SMP_2,Belum-menikah,Pertanian dan Perikanan,Belum Menikah,1,Male,0,0,70,United-States,0,<=50K,0
1979,Swasta,151267,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,2,Female,0,0,40,United-States,0,>50K,0
1994,Swasta,236861,SMA Grad,SMA Grad,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,1876,45,United-States,0,<=50K,0
1994,Swasta,179112,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Punya Anak,2,Male,0,0,40,United-States,0,<=50K,0
1975,Swasta,125421,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Istri,1,Female,0,0,40,United-States,0,>50K,0
1996,Swasta,124905,kelas 7-8,SMP_1,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,30,United-States,1,<=50K,0
2004,Swasta,387779,kelas 11,SMA_2,Belum-menikah,Transportasi dan Pengangkutan,Punya Anak,1,Male,0,0,15,United-States,0,<=50K,0
1986,Swasta,242080,Diploma,Kuliah,Menikah,Sales,Suami,1,Male,0,0,55,United-States,3,>50K,0
1982,Pemerintah negara,211915,Diploma,Kuliah,Rencana Cerai,Dukungan Teknis,Belum Menikah,1,Female,0,0,40,United-States,3,<=50K,0
2004,Swasta,353195,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,35,United-States,0,<=50K,0
1999,Swasta,462869,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Kerabat,1,Male,0,0,40,Mexico,0,<=50K,0
1991,Swasta,205950,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1976,Pengusaha berbadan hukum,54190,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,15024,0,40,United-States,3,>50K,0
1968,Swasta,129836,SMA Grad,SMA Grad,Menikah,Layanan Lainnya,Istri,1,Female,0,0,10,United-States,2,<=50K,0
1981,Swasta,240698,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,1,>50K,0
1977,Swasta,101299,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,<=50K,0
1962,Swasta,35783,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,60,United-States,2,<=50K,0
1986,Swasta,338320,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,Canada,3,<=50K,0
1987,Swasta,183800,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,7688,0,50,United-States,3,>50K,0
1997,Swasta,335764,kelas 11,SMA_2,Menikah,Sales,Punya Anak,2,Male,0,0,35,United-States,0,<=50K,0
1998,Swasta,433906,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1978,Pemerintah daerah,222115,Sarjana,Sarjana,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,99999,0,40,United-States,0,>50K,0
1984,Swasta,175935,Sarjana,Sarjana,Cerai,Sales,Tidak dalam Keluarga,1,Male,14084,0,40,United-States,2,>50K,0
2003,Swasta,129699,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K,0
1987,Swasta,356824,SMA Grad,SMA Grad,Rencana Cerai,Dukungan Teknis,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K,0
1995,Pemerintah daerah,142443,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,60,United-States,0,<=50K,0
1976,Pemerintah negara,49595,Magister,Magister,Cerai,Layanan Perlindungan,Tidak dalam Keluarga,1,Male,0,0,72,United-States,2,<=50K,0
2004,Pengusaha perorangan,306710,SMA Grad,SMA Grad,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1986,Swasta,270985,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,2,Male,0,0,50,United-States,1,<=50K,0
1979,Swasta,201699,Asosiasi vokasional,vokasi Grad_2,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,0,>50K,0
2001,Swasta,256278,kelas 7-8,SMP_1,Menikah,Pengelola Kebersihan,Kerabat,5,Female,0,0,30,El-Salvador,1,<=50K,0
1999,Swasta,164488,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,El-Salvador,3,<=50K,0
1974,Swasta,189811,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,3,>50K,0
1997,Swasta,244566,kelas 10,SMA_1,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,0,<=50K,0
2005,Pemerintah daerah,53220,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,2,Female,0,0,40,United-States,0,<=50K,0
1960,Pengusaha perorangan,31826,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,3,>50K,0
2002,Swasta,304710,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,3,Female,0,0,10,Vietnam,0,<=50K,0
2005,Swasta,40425,Diploma,Kuliah,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,28,United-States,0,<=50K,0
1988,Swasta,28160,SMA Grad,SMA Grad,Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,2,<=50K,0
1997,Pengusaha perorangan,404998,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1982,Pengusaha berbadan hukum,204033,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,35,United-States,0,<=50K,0
1989,Pemerintah pusat,84848,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Belum Menikah,1,Female,0,0,40,United-States,0,<=50K,0
1996,Swasta,152951,SMA Grad,SMA Grad,Cerai,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,3,<=50K,0
1963,Swasta,119986,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,>50K,0
1974,Swasta,31014,SMA Grad,SMA Grad,Menikah,Spesialis Profesional,Istri,1,Female,0,0,40,United-States,3,>50K,0
1991,Swasta,424719,Sarjana,Sarjana,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1,<=50K,0
2001,Swasta,153044,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Belum Menikah,2,Female,0,0,7,United-States,0,<=50K,0
1982,Swasta,390781,Sarjana,Sarjana,Menikah,Administratif dan Kantor,Istri,2,Female,0,0,40,United-States,0,<=50K,0
1981,Swasta,166740,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,48,United-States,2,<=50K,0
1986,Swasta,171344,kelas 11,SMA_2,LDM,Transportasi dan Pengangkutan,Punya Anak,1,Male,0,0,36,Mexico,0,<=50K,0
1976,Swasta,176732,kelas 9,SMP_2,Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,2,<=50K,0
1984,Swasta,162108,Sarjana,Sarjana,Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,50,United-States,2,<=50K,0
1934,Swasta,311184,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,20,United-States,3,<=50K,0
1993,Pemerintah negara,557853,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,47,United-States,0,<=50K,0
1991,Swasta,176711,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K,0
1994,Swasta,39054,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,65,United-States,0,>50K,0
1997,Swasta,100669,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,3,Male,0,0,40,Philippines,3,>50K,0
1969,Swasta,81865,Asosiasi vokasional,vokasi Grad_2,Cerai,Administratif dan Kantor,Belum Menikah,2,Female,0,0,40,United-States,2,<=50K,0
1990,Pengusaha perorangan,276221,kelas 10,SMA_1,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,40,United-States,0,<=50K,0
1990,Swasta,162814,SMA Grad,SMA Grad,Cerai,Layanan Perlindungan,Tidak dalam Keluarga,2,Male,0,0,45,United-States,2,<=50K,0
1987,Swasta,183345,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0,<=50K,0
2002,Swasta,214399,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,15,United-States,0,<=50K,0
2002,Swasta,210781,Sarjana,Sarjana,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,United-States,0,<=50K,0
1989,Swasta,87556,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,3,<=50K,0
1969,Swasta,255364,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,60,United-States,1,>50K,0
1988,Pemerintah daerah,331902,Diploma,Kuliah,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,35,United-States,1,<=50K,0
1969,Swasta,113912,Asosiasi vokasional,vokasi Grad_2,Menikah,Spesialis Profesional,Istri,1,Female,0,0,20,United-States,3,<=50K,0
1984,Pemerintah negara,166327,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,2,Female,0,0,35,United-States,2,<=50K,0
1994,Swasta,126242,Diploma,Kuliah,Menikah,Layanan Lainnya,Istri,1,Female,0,0,40,United-States,3,<=50K,0
1974,Pemerintah negara,24185,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,38,United-States,0,>50K,0
1997,Swasta,136094,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K,0
1995,Swasta,663394,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,2,Male,0,0,40,United-States,3,<=50K,0
1975,Swasta,138370,Magister,Magister,LDM,Layanan Perlindungan,Tidak dalam Keluarga,3,Male,0,0,40,India,3,<=50K,0
1999,Swasta,176836,Diploma,Kuliah,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,60,United-States,0,<=50K,0
1997,Swasta,380560,SMA Grad,SMA Grad,Belum-menikah,Pertanian dan Perikanan,Kerabat,1,Male,0,0,40,Mexico,0,<=50K,0
1994,Swasta,224147,SMA Grad,SMA Grad,Belum-menikah,Transportasi dan Pengangkutan,Punya Anak,2,Male,0,0,40,United-States,0,<=50K,0
1980,Swasta,210648,Sarjana,Sarjana,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,3,>50K,0
1986,Swasta,224584,Diploma,Kuliah,Cerai,Sales,Belum Menikah,2,Female,0,0,40,United-States,3,<=50K,0
1985,Swasta,218916,Proffesor,Doktor,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0,<=50K,0
