Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income,no_income,in_relationship,income_monthly,Kelas Penghasilan,Age
1993,Sektor Pemerintah,116677,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,31
2002,Swasta,361487,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,22
1973,Sektor Pemerintah,172022,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,1,0,0,0,Low,51
1983,Swasta,154194,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,41
1998,Swasta,29957,Magister,Belum-menikah,Dukungan Teknis,Kerabat,1,Male,0,0,25,United-States,0.0,0,0,0,0,Low,26
1998,Sektor Pemerintah,58039,Diploma,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,26
2004,Swasta,107658,Diploma,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Female,0,0,10,United-States,0.0,0,0,0,0,Low,20
1960,Swasta,92115,Diploma,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,64
1999,Swasta,204219,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,Mexico,0.0,0,0,0,0,Low,25
1988,Swasta,171676,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,1741,40,United-States,0.0,0,0,0,0,Low,36
1998,Swasta,359543,Sarjana,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,40,Mexico,1.0,0,0,0,0,Low,26
2001,Swasta,187513,Diploma,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,32,United-States,1.0,0,0,0,0,Low,23
1971,Sektor Pemerintah,287192,SD,Menikah,Layanan Lainnya,Suami,1,Male,0,0,32,Mexico,3.0,0,0,1,0,Low,53
1977,Swasta,30840,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,40,United-States,2.0,1,0,0,0,Low,47
1955,Pengusaha berbadan hukum,169717,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,6418,0,45,United-States,1.0,1,0,1,25672,Low,69
1990,Pengusaha berbadan hukum,80249,Diploma,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,72,United-States,3.0,0,0,1,0,Low,34
1988,Swasta,96452,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,45,United-States,2.0,0,0,1,0,Low,36
2002,Swasta,31387,Sarjana,Menikah,Administratif dan Kantor,Punya Anak,4,Female,2885,0,25,United-States,1.0,0,0,1,11540,Low,22
1986,Swasta,39606,Sarjana,Menikah,Eksekutif Manager,Istri,1,Female,0,0,40,United-States,1.0,0,0,1,0,Low,38
2002,Swasta,222993,SMA Grad,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,54,United-States,1.0,0,0,0,0,Low,22
2002,Swasta,187538,SMA,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,22
1966,Swasta,215190,SMA,Menikah,Layanan Lainnya,Suami,1,Male,0,0,20,United-States,1.0,0,0,1,0,Low,58
1962,Swasta,113080,SMP,Cerai,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,62
1987,Swasta,162494,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,37
2003,Swasta,198259,Diploma,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,15,United-States,1.0,0,0,0,0,Low,21
1968,Sektor Pemerintah,435836,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,56
1978,Swasta,85109,Diploma,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,1628,40,United-States,2.0,0,0,1,0,Low,46
2001,Swasta,152328,Diploma,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,23
1977,Sektor Pemerintah,200808,SMA,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,35,Puerto-Rico,2.0,0,0,1,0,Low,47
1986,Swasta,305597,SMA Grad,Belum-menikah,Transportasi dan Pengangkutan,Belum Menikah,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,38
1968,Swasta,133819,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,56
1980,Swasta,115411,Diploma,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,44
2004,Swasta,236804,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,20
2004,Swasta,286166,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,0,0,48,United-States,0.0,0,0,0,0,Low,20
1991,Swasta,33117,Asosiasi akademik,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,33
2001,Swasta,183358,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,Puerto-Rico,0.0,0,0,0,0,Low,23
1984,Swasta,198790,SMA,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,30,United-States,3.0,0,0,1,0,Low,40
1993,Swasta,136651,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,Mexico,3.0,0,0,1,0,Low,31
1967,Sektor Pemerintah,199546,Magister,Belum-menikah,Layanan Lainnya,Belum Menikah,2,Female,0,0,40,United-States,0.0,0,0,0,0,Low,57
1983,Swasta,103980,Diploma,Menikah,Spesialis Profesional,Suami,1,Male,0,0,52,United-States,3.0,0,0,1,0,Low,41
1972,Swasta,145548,Asosiasi akademik,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,52
2005,Swasta,247679,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0.0,0,0,0,0,Low,19
1985,Swasta,99452,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,1.0,1,0,1,0,Low,39
1964,Swasta,25141,Diploma,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,60,United-States,3.0,0,0,1,0,Low,60
1988,Swasta,184655,SMA,Belum-menikah,Transportasi dan Pengangkutan,Belum Menikah,1,Male,0,0,48,United-States,0.0,0,0,0,0,Low,36
1999,Swasta,298225,Diploma,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,35,United-States,2.0,0,0,1,0,Low,25
1983,Swasta,264663,Diploma,Rencana Cerai,Spesialis Profesional,Punya Anak,1,Female,0,3900,40,United-States,3.0,0,0,1,0,Low,41
1972,Pengusaha perorangan,194995,Sarjana,Menikah,Sales,Suami,1,Male,15024,0,55,United-States,2.0,1,0,1,60096,Low,52
1976,Swasta,185143,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,48
2001,Swasta,275818,Diploma,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,1974,40,United-States,0.0,0,0,0,0,Low,23
1989,Swasta,194690,SMP,Belum-menikah,Dukungan Teknis,Belum Menikah,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,35
1980,Sektor Pemerintah,306440,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,44
1992,Swasta,201988,Proffesor,Menikah,Sales,Suami,1,Male,4508,0,40,United-States,2.0,0,0,1,18032,Low,32
1991,Swasta,348416,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,2,Female,0,0,40,United-States,0.0,0,0,0,0,Low,33
2005,Swasta,129586,Diploma,Belum-menikah,Spesialis Profesional,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,19
1984,Swasta,377322,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,2,Male,0,0,40,United-States,3.0,1,0,1,0,Low,40
1985,Swasta,74163,SMA,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,2.0,0,0,0,0,Low,39
1968,Pengusaha perorangan,119069,Sarjana,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,56
1979,Pengusaha perorangan,176814,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,15024,0,40,United-States,2.0,1,0,1,60096,Low,45
1996,Swasta,124680,Sarjana,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,6849,0,60,United-States,0.0,0,0,0,27396,Low,28
1993,Pengusaha perorangan,162442,Sarjana,Menikah,Eksekutif Manager,Istri,1,Female,0,0,40,United-States,3.0,1,0,1,0,Low,31
1997,Swasta,29261,Asosiasi akademik,Belum-menikah,Pekerjaan Kerajinan,Belum Menikah,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,27
1964,Sektor Pemerintah,232618,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,60
1985,Pengusaha perorangan,93319,SMA Grad,Belum-menikah,Sales,Kerabat,1,Female,0,0,4,United-States,0.0,0,0,0,0,Low,39
2007,Swasta,400225,SMA,Belum-menikah,Sales,Punya Anak,1,Female,0,0,20,United-States,1.0,0,0,0,0,Low,17
2007,Sektor Pemerintah,175587,SMA,Belum-menikah,Layanan Perlindungan,Punya Anak,1,Male,0,0,30,United-States,1.0,0,0,0,0,Low,17
1983,Swasta,306405,Diploma,Menikah,Dukungan Teknis,Istri,1,Female,0,0,40,United-States,2.0,0,0,1,0,Low,41
1994,Swasta,142675,SMA,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,50,United-States,2.0,0,0,1,0,Low,30
1982,Swasta,113147,Asosiasi akademik,Menikah,Spesialis Profesional,Suami,2,Male,0,0,40,United-States,0.0,0,0,1,0,Low,42
1993,Swasta,509364,SD,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Male,0,0,45,Mexico,0.0,0,0,0,0,Low,31
1980,Sektor Pemerintah,193425,Magister,Menikah,Spesialis Profesional,Istri,1,Female,4386,0,40,United-States,2.0,1,0,1,17544,Low,44
1981,Sektor Pemerintah,209899,Magister,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,2,Female,8614,0,47,United-States,0.0,1,0,0,34456,Low,43
1964,Swasta,224644,SMA,Menikah,Sales,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,60
1997,Swasta,61387,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,15,United-States,1.0,0,0,1,0,Low,27
1988,Swasta,128382,Diploma,Belum-menikah,Inspeksi dan Operasi Mesin,Belum Menikah,1,Male,0,0,45,United-States,0.0,0,0,0,0,Low,36
1992,Swasta,86723,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,52,United-States,0.0,0,0,0,0,Low,32
1999,Swasta,181814,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Kerabat,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,25
1967,Pengusaha berbadan hukum,101338,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,0,20,United-States,1.0,0,0,1,0,Low,57
1995,Swasta,161444,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,Columbia,2.0,0,0,1,0,Low,29
1960,Pengusaha perorangan,149698,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0.0,1,0,1,0,Low,64
1993,Swasta,123983,Diploma,Belum-menikah,Sales,Belum Menikah,3,Male,0,0,40,South,2.0,0,0,0,0,Low,31
1995,Swasta,143582,SMA Grad,Menikah,Administratif dan Kantor,Istri,3,Female,0,0,35,Vietnam,1.0,0,0,1,0,Low,29
2007,Swasta,47199,SMA,Belum-menikah,Pembantu Rumah Tangga,Punya Anak,1,Female,0,0,24,United-States,1.0,0,0,0,0,Low,17
1970,Swasta,145098,Diploma,Menikah,Sales,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,54
1993,Swasta,118149,Diploma,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,2,Female,0,0,40,United-States,0.0,0,0,0,0,Low,31
1983,Swasta,290660,Sarjana,Menikah,Pekerjaan Kerajinan,Suami,1,Male,7688,0,55,United-States,0.0,1,0,1,30752,Low,41
1978,Swasta,265275,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,60,United-States,1.0,0,0,1,0,Low,46
1995,Swasta,261725,Sarjana,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0.0,0,0,0,0,Low,29
1952,Swasta,195184,SMA Grad,Belum-menikah,Pembantu Rumah Tangga,Belum Menikah,1,Female,0,0,12,Cuba,1.0,0,0,0,0,Low,72
1964,Sektor Pemerintah,113658,Diploma,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,35,United-States,3.0,0,0,1,0,Low,60
1966,Swasta,110844,Magister,Duda/Janda,Sales,Tidak dalam Keluarga,1,Female,0,0,27,United-States,3.0,0,0,0,0,Low,58
1991,Sektor Pemerintah,78307,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,33
1983,Swasta,277192,SD,Menikah,Pertanian dan Perikanan,Istri,1,Female,0,0,40,Mexico,2.0,0,0,1,0,Low,41
1999,Sektor Pemerintah,90730,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,1977,40,United-States,2.0,1,0,1,0,Low,25
2004,Swasta,219211,Diploma,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,20,United-States,1.0,0,0,0,0,Low,20
2001,Swasta,329925,Diploma,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,30,United-States,1.0,0,0,0,0,Low,23
1980,Swasta,165599,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,48,United-States,2.0,0,0,1,0,Low,44
1988,Pengusaha perorangan,90159,Diploma,Menikah,Layanan Lainnya,Istri,1,Female,0,0,40,United-States,0.0,0,0,1,0,Low,36
1995,Swasta,308944,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,2.0,0,0,0,0,Low,29
1963,Swasta,316359,Diploma,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,61
1988,Sektor Pemerintah,89083,Asosiasi vokasional,Menikah,Dukungan Teknis,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,36
1957,Swasta,81761,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,2,United-States,2.0,0,0,1,0,Low,67
2001,Swasta,319842,Diploma,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,25,United-States,1.0,0,0,0,0,Low,23
1965,Sektor Pemerintah,31840,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0.0,1,0,1,0,Low,59
1986,Sektor Pemerintah,107513,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,38
1984,Swasta,184105,Asosiasi vokasional,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3.0,1,0,1,0,Low,40
1979,Swasta,108993,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,45
2002,Swasta,189277,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Belum Menikah,2,Female,0,0,40,United-States,0.0,0,0,0,0,Low,22
1990,Sektor Pemerintah,194325,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,45,United-States,0.0,0,0,1,0,Low,34
1971,Sektor Pemerintah,324021,Diploma,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,40,United-States,3.0,0,0,0,0,Low,53
1996,Swasta,57066,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,1.0,0,0,1,0,Low,28
1982,Swasta,159449,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,5178,0,40,United-States,0.0,1,0,1,20712,Low,42
1983,Swasta,193524,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,1485,40,United-States,1.0,0,0,1,0,Low,41
1954,Pengusaha berbadan hukum,232871,Diploma,Menikah,Eksekutif Manager,Suami,1,Male,0,0,30,United-States,1.0,0,0,1,0,Low,70
1986,Swasta,326886,Asosiasi vokasional,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,2.0,1,0,1,0,Low,38
1998,Swasta,171114,Asosiasi vokasional,Belum-menikah,Administratif dan Kantor,Belum Menikah,1,Female,0,0,35,United-States,1.0,0,0,0,0,Low,26
1993,Swasta,123273,SMA Grad,Belum-menikah,Sales,Punya Anak,2,Female,0,0,40,United-States,1.0,0,0,0,0,Low,31
1986,Swasta,173047,Sarjana,Belum-menikah,Administratif dan Kantor,Belum Menikah,3,Female,0,213,40,Philippines,1.0,0,0,0,0,Low,38
2000,Swasta,261561,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,24
1995,Pengusaha perorangan,184710,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2.0,0,0,1,0,Low,29
1978,Swasta,294907,SD,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,Mexico,1.0,0,0,1,0,Low,46
1992,Swasta,647882,SMA Grad,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,0.0,0,0,1,0,Low,32
1992,Pengusaha perorangan,134727,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,32
1982,Swasta,50018,SMA Grad,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,42
1986,Swasta,195025,SMA Grad,Belum-menikah,Layanan Lainnya,Belum Menikah,2,Female,0,0,32,United-States,0.0,0,0,0,0,Low,38
1986,Swasta,129573,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,41,United-States,2.0,0,0,1,0,Low,38
2006,Pengusaha perorangan,132986,SMA Grad,Belum-menikah,Pertanian dan Perikanan,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,18
1971,Swasta,211654,Diploma,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,50,United-States,3.0,1,0,1,0,Low,53
1976,Swasta,304791,Diploma,Duda/Janda,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1.0,0,0,0,0,Low,48
1966,Swasta,98725,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,1.0,1,0,1,0,Low,58
1995,Swasta,204862,Asosiasi akademik,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,36,United-States,1.0,0,0,0,0,Low,29
2006,Swasta,39222,SMA,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,18
1982,Swasta,176716,Magister,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,1,0,0,0,Low,42
1976,Swasta,171807,Sarjana,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,56,United-States,2.0,1,0,0,0,Low,48
1994,Swasta,296453,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,35,United-States,0.0,0,0,0,0,Low,30
1983,Swasta,191451,Magister,Belum-menikah,Eksekutif Manager,Belum Menikah,2,Female,0,0,60,United-States,0.0,1,0,0,0,Low,41
1983,Swasta,170331,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,60,United-States,3.0,0,0,1,0,Low,41
1994,Swasta,169496,Magister,Menikah,Layanan Lainnya,Suami,1,Male,0,0,15,United-States,1.0,1,0,1,0,Low,30
1981,Pengusaha berbadan hukum,602513,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,50,United-States,3.0,1,0,1,0,Low,43
1979,Pengusaha berbadan hukum,121836,Diploma,Menikah,Spesialis Profesional,Istri,1,Female,0,0,40,United-States,3.0,1,0,1,0,Low,45
1994,Swasta,53158,Asosiasi akademik,Belum-menikah,Dukungan Teknis,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,30
1964,Swasta,185749,SMA,Belum-menikah,Transportasi dan Pengangkutan,Belum Menikah,2,Male,0,0,40,United-States,3.0,0,0,0,0,Low,60
1983,Swasta,34037,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0.0,0,0,0,0,Low,41
1984,Swasta,173321,SMA Grad,Menikah,Layanan Lainnya,Istri,2,Female,0,0,32,United-States,1.0,0,0,1,0,Low,40
1976,Swasta,125120,Diploma,Menikah,Administratif dan Kantor,Istri,1,Female,0,0,37,United-States,1.0,0,0,1,0,Low,48
1969,Swasta,141807,SMA Grad,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,13550,0,40,United-States,0.0,1,0,0,54200,Low,55
1956,Swasta,53850,SMP,Menikah,Spesialis Profesional,Suami,4,Male,0,0,40,United-States,2.0,0,0,1,0,Low,68
1988,Pengusaha perorangan,34378,Asosiasi vokasional,Menikah,Pertanian dan Perikanan,Suami,1,Male,3908,0,75,United-States,2.0,0,0,1,15632,Low,36
1990,Swasta,107793,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,Germany,3.0,1,0,1,0,Low,34
1965,Swasta,226922,SMA Grad,Belum-menikah,Sales,Belum Menikah,1,Female,0,1762,30,United-States,3.0,0,0,0,0,Low,59
1964,Swasta,282923,Diploma,Menikah,Spesialis Profesional,Suami,1,Male,7298,0,40,United-States,3.0,1,0,1,29192,Low,60
1978,Swasta,249686,Proffesor,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0.0,1,0,0,0,Low,46
1984,Swasta,92717,SMA Grad,Belum-menikah,Layanan Lainnya,Belum Menikah,2,Female,0,0,40,United-States,0.0,0,0,0,0,Low,40
1999,Swasta,237865,Diploma,Belum-menikah,Layanan Lainnya,Punya Anak,2,Male,0,0,42,United-States,1.0,0,0,0,0,Low,25
1994,Sektor Pemerintah,164552,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,1876,40,United-States,0.0,0,0,0,0,Low,30
1989,Swasta,413648,SD,Belum-menikah,Pertanian dan Perikanan,Belum Menikah,1,Male,0,0,36,United-States,0.0,0,0,0,0,Low,35
1977,Swasta,102318,SMA Grad,Rencana Cerai,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,3.0,0,0,1,0,Low,47
1981,Swasta,160369,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,43
1987,Swasta,103925,Diploma,Belum-menikah,Dukungan Teknis,Kerabat,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,37
1968,Swasta,229525,SMP,Menikah,Transportasi dan Pengangkutan,Suami,2,Male,0,0,40,United-States,3.0,0,0,1,0,Low,56
1963,Pengusaha perorangan,503675,Diploma,Menikah,Sales,Suami,2,Male,0,0,60,United-States,0.0,1,0,1,0,Low,61
1996,Swasta,167336,SMA Grad,Menikah,Eksekutif Manager,Istri,1,Female,0,0,45,United-States,1.0,1,0,1,0,Low,28
1978,Pengusaha perorangan,28281,Sarjana,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,40,United-States,0.0,1,0,1,0,Low,46
1980,Swasta,183342,Proffesor,Menikah,Eksekutif Manager,Suami,1,Male,0,0,55,United-States,3.0,1,0,1,0,Low,44
1977,Sektor Pemerintah,227244,Sarjana,Menikah,Layanan Perlindungan,Suami,2,Male,0,0,50,United-States,0.0,1,0,1,0,Low,47
1995,Sektor Pemerintah,201556,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,50,United-States,0.0,0,0,0,0,Low,29
1983,Pengusaha perorangan,147110,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,25,United-States,2.0,0,0,1,0,Low,41
1985,Swasta,91711,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1.0,1,0,1,0,Low,39
1984,Sektor Pemerintah,233891,SMA Grad,Belum-menikah,Administratif dan Kantor,Belum Menikah,2,Female,0,0,35,United-States,0.0,0,0,0,0,Low,40
1982,Swasta,76280,SMA Grad,Menikah,Eksekutif Manager,Istri,1,Female,0,0,40,United-States,3.0,0,0,1,0,Low,42
2004,Swasta,174714,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,40,United-States,1.0,0,0,0,0,Low,20
1987,Swasta,281751,Diploma,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,30,United-States,0.0,0,0,0,0,Low,37
1973,Swasta,521665,Diploma,Menikah,Spesialis Profesional,Suami,1,Male,0,0,24,United-States,0.0,0,0,1,0,Low,51
1950,Pengusaha berbadan hukum,162340,Diploma,Belum-menikah,Eksekutif Manager,Belum Menikah,1,Male,0,0,40,United-States,2.0,0,0,0,0,Low,74
1987,Swasta,205339,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,49,United-States,3.0,0,0,0,0,Low,37
2005,Swasta,167087,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0.0,0,0,0,0,Low,19
2006,Swasta,231193,SMA,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Male,0,0,30,United-States,1.0,0,0,0,0,Low,18
1974,Swasta,121411,SMA,Belum-menikah,Transportasi dan Pengangkutan,Tidak dalam Keluarga,1,Male,0,0,40,United-States,3.0,0,0,0,0,Low,50
1991,Sektor Pemerintah,152351,Diploma,Menikah,Layanan Perlindungan,Suami,1,Male,3908,0,40,United-States,0.0,0,0,1,15632,Low,33
2002,Swasta,103277,Asosiasi akademik,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,20,United-States,1.0,0,0,0,0,Low,22
1994,Sektor Pemerintah,190385,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,37,United-States,0.0,0,0,0,0,Low,30
1999,Swasta,111058,Diploma,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,1980,40,United-States,0.0,0,0,0,0,Low,25
1996,Swasta,480861,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,45,United-States,0.0,0,0,1,0,Low,28
